,content,type
2553, stone behold buried coffined cold lieth sir wilfrid bold always marched advance warring flanders france doughty sword lance famous saracen fight rode youth good knight scattering paynim flight brian templar untrue fairly tourney slew saw hierusalem buried gone lying beneath gray stone shall find one long time widow deplored weeping fate lord sadly cut sword eased pain came good lord athelstane ladyship married christmas wind whistle shrill icy chill little care little fear weather without sheltered mahogany tree bough bird rare plume sang bloom nightbird carouse singing like perched round stem pensive eye little room view youth weathered long wild mistress stanch friend two light heart still breaking song making mock life care rich glory rising sun lightly vaulted name pleaceman x last night bed dream perplex came edd dreamed sor three wait playing tune pimlico palace gate underneath moon one puffed hold french horn one hold banjo one chap seedy torn,Death
2554, “ seldom find ” say solomon dunce “ half idea profoundest sonnet flimsy thing see easily naples bonnet— trash trash—how lady yet heavier far petrarchan stuff owldowny nonsense faintest puff twirl trunkpaper con it ” veritably sol right enough general tuckermanities arrant bubbles—ephemeral transparent— now—you may depend upon it— stable opaque immortal—all dint dear name lie concealed within ‘ t feel heaven angel whispering one another find among burning term love none devotional “ mother ” therefore dear name long called you— mother unto fill heart heart death installed setting virginia ’ s spirit free mother—my mother died early mother mother one loved dearly thus dearer mother knew infinity wife dearer soul soullife science true daughter old time thou art alterest thing thy peering eye preyest thou thus upon poet ’ s heart vulture whose wing dull reality love thee deem thee wise wouldst leave lo death reared throne strange city lying alone far within dim west wherethe good bad worst best gone eternal rest shrine palace tower timeeaten tower tremble resemble,Death
2555, matter wrested silent night six day poststroke woke fluent former language backtracking time mercy nurse attendant remedied registered cawed it ’ s far gone need talk doesn ’ t know die know survive ever done it ’ s time tell tell give four day i ’ d like blanket dustin designed damnit hate leave beauty life fourth came pendleton delivered right time breath slowed eased quit hour rest u slept u sleep still left stephanie right across turk street south side intersection hyde tenement 911 won ’ t summon blue man beat woman twentieth time kid bawling flat third blazing red neon sign highlighting lowbecause turn world really hospital u giant pair scissors four bold wing newly ascended new door revolve new elevator rise fall empty full new number light new floor new door bothpast noon past cinema tall sorrowful wall point coming enter orchard show gone day laborer dog door father standing front fig tree mother died child grown old he alone smalli buried father sky since bird clean comb every morning pull blanket chin every night buried father underground since ladder climb earth become house whose room hour whose,Death
2556, three day wake father risen remains encased pine hollowed body unsealed organ harvested zippered shut like purse strange see one ’ s face inside coffin son peaceful father peaceful even loud chorus wailing family member rid u sleep mother sits front center regal black eye sharpened cleopatra ’ s child grown groaning quietly moan beside white copse trumpeting flower church forested immigrant spent long journey another country die casket closed rise bid final farewell mother lower kiss trinity forehead cheek motion obedient child follow one one sibling hover perch peck stand father done occasion safe approach sleep splayed like crushed toad floor drunk study planetary distant presence bodily otherworldly deceptive kind knowledge beauty waned faded face surface moon turn pale shivering place hand amphibious mother place hand warm cradle back bend fit body burning eye speak urge refuse behind disinfected curtain beyond touch sunrise devouring terrible gold leaf man could eternal night city flattened rubble surviving height black flight note chiptoothed blade oldest anesthetichow joyous passing time alone father bright golden laugh drew laugh uncontrolled sweet happy hour oyster two pry eat piling wobbling shell glisten table pianist play kitchen door find,Death
2557, george augustus clough native liverpool died suddenly stranger fever novr 5th 1843 aged 22 died stranger fever youth scarcely melted manhood chiselled legend run brother woe laid bare epitaph savage ruth sunny bright alien land uncouth cruel caressing dealt mortal blow summer sea flower grow tropic splendor witness truth ineradicable race lie law duty urged roam sail fog chilly air sky clear deceitful welcome come proud resolve still lonely eye ached fatigue never seeing home high open welcoming door hang piece wood colour dim long ago waving tree knew sun shadow leaf forest tree thick eastern wood winter snow bent branch fool errant sat highway life gaze wandered gaze wandered vigorous youth wish walk yet longing great distant town whistled little frivolous tune felt,Death
2558, condolence man dressed funeral sitting bored gray folding chair zero mouth widening yawn doubt he pictured inside painting two around station stealing plump green grape cluster hanging corkscrew lock dionysus shootingthe donkey donkey pulling cart caravan dust cart made plywood crossbeam junkyard tire donkey made donkey long face long ear curled lash obsidian eye blinking dust cart rolling cracking knuckle pebble dust blanketunder linden weatherworn bench eleven wooden slat build simple thing sitting one still generating green shawled august sunlight hovers one chainsawed hauled lumberyard time split sawdust leapt bench built year passed,Death
2559, one morning spirit lover ’ s uncle returned fanfare terror blue silhouette translucent bed growing dim sole witness specter quiet rising sun waking overhead awakened cold see aegean blue figure hovering bedside gaze mustachioed grin side face dazzling tremolo morning light streamed darkened space later evening moved neighborhood street dead aging tree frozen sidewalk led u freely moonlight ahead something go laughably wrong whether directly home random shoal pleading eye till break loose caught hail reference i ’ ll add one scoop pile retail hey you ’ re like didn ’ t tell sinkingthe wasp paper nest hung winter sun angled low oblique backlit—with cold fever—the dull lantern emptied dangled nest drew gray translucent time heirloom glare paper white burning ash neither destination charm nest possessed gravitywhen strange light stir mirror force swirl shadow bathtub glimpse figure standing glowing rinse toothpaste drain blind eye whirl numinous white hair moonlight streaming know neurologist shown course,Death
2560, left hand fled stream right rain puckered surface drop drop current splayed downward daze hit waterfall churned twig leaf smashed foam stone finger slid eddy bubble rose fugue heaved falling digressed curlicue shadowed bank around root tangle beavergnawed stick face pike thrusting lower jaw silvered eye pure drive form fulfilled widowhood skin mottled shingle hand crooked pain fled tempered tumult move time timing far beyond dying tinnitus still thrum voice trying hear stand brook mud smearing forearm bloodied mosquito brow yellow tshirt dampened chest current flees leg amber verdigris unraveling today ’ s story last night travail stare father beaver eye eye outstares you—you single spot slide trumpet ’ s flare stop face extraordinary ruin thumbmarked hollow heroin rest chiaroscuroed amsterdam final gig canal countless stone bridge arc glimmered lamp,Death
2561, mower young broadshouldered love confuses u pain feel belief genuine even belief pain tiny pink man verdun shit bed handle man scratch face like housecat mower mow grief,Death
2562, word wrap around dying brother still dying even man eaten month sip water say even thirst gift asks gift god given i ’ m gift daughter say corner smile rasps— unwrap child rest prayer even prayer sing softly language two speak snore softly palm breath blood set free night father came back yellow volkswagen dream made boat honor woven poem word word set ocean father obuna said gift freely given gift freely returned taken thirty year understandif line poem could true beginning moment could know every moment could hold way wish way keep imagining don ’ t care anyone say impossibility step moment,Death
2563, bride tree put root phylum die born middle upper branch reaching planet heart billion revolution don ’ t see quark lepton cooling infant stem spinning spinning brain matter fled,Death
2564, oared grieved grieved oared treading religion fear frayed nerve train wreck tied train old idea lord reeling violent time drag tidal grief gate tired deliver whatever help never near hold love grieve reveal green evening rain drone evil greed temporary granted gone let rail revolt edge glove grate done waiting like invalid begging nave help divine beside virgil urging shift gear change lane sing dirge rent torn world love silence without veering rage it ’ s like ant ant west east little ax hack tease sin back tax etna senate dread axis reason taxi hell see past tense— next nest jittery tie you ’ re ill ease atmy sister josephine born july 29 dead 15 year carried book every stroll daddy dying left street moved back home tend pimp came diamond dick would take turn reading bible aloud house poem,Death
2565, everybody trigger warning may concern hated god sister died didn ’ t know coming hospital private room family pastor one baptized said let u pray kept eye open watch everybody listened said sometimes god take back angel smart enough know 14 saying gone going loathed much didn ’ t see look face blazing anger blank heart fyouforever look parent told u going take life support died took away machine solitude family time five u mom dad brother sister holding body warm wasn ’ t conscious could hear u know opened door family say goodbye hugging back bed face face tear wetting cheek flush wavy hair wanted hold forever hurting felt selfish like people wanted say goodbye let go head kind tilted side straightened mess goodbye goodbye left clean house mourner come battleship melted cloud first empire died shipbuilding cloud formation gunmetal gray ruled sea england june scarecrow,Death
2566, steal glance anxious see slipping transparency— feathered helmet already place shadow fallen across face hooded sex counterpart— unsteadies routine heart reach touch wing harm help might bring suddenly heeven sky connecticut wry look accomplished conspiracy look whove gotten away petty regular white collar crime pick shirt laundry black woman putting wonder much longer luck hold love look pushing fifty hair like gravegrass growing ear pile boggy prostate crooked penis sour taste day first lie recurrent dream year ago pulling swaying beadchain moonlight slipping cool sheet,Death
2567, little poem young remember smoking gun con man tv looked like supervillain hominid skeleton dug africa given name childhood dog never heard word ira bombing terrorize sleep,Death
2568, – wallace stevens it ’ s star lined burning cathedral charnel house theater air filled riffling ash hallow space tragedy comedy indistinguishable theseits brand new day greasy spoon ’ s sign recited day last ten year eighteenwheelers haul hundred hand empty space new road take shape old way river tongue,Death
2569, first met heart pounded said shock probably broke heart search peace traveled finland tasted reindeer heart seemed heartless wanted end noticed nurse took pulse heart tattooed collarbone kid played heart night pas time said heart rejection impossible understand “ we send heartfelt sympathy ” written card mother sent flowing script tried interpreting ekg looked like knife wound heart knew enough guess wouldn ’ t last much longer we ’ d learned line heart said “ i can ’ t explain ” “ please don ’ t ” reply say heart muscle heart human soul resides saw looked much like didn ’ t heart say didn ’ t want anymore still see plastic statue jesus christ sacred heart aflame held hand finally let go grief great borne felt borne heart admitted hospital second bout pneumocystis back january almost killed hed sworn u hed die home baked u cooky student wouldnt eat leftthe kitchen 5a small serviceable neat told story richard gere wasa golden age love song still cant get right kiss really taste like butter cream moon bright face neither like pizza pie full beguine began eyelid twitched love yous someone else assured u pouring heart love course—while jogging treadmill gym exercise getting nowhere fast realized need health pandemic obesity writ large alzheimers forgotten could live carefree wed chant painted shaman sweaty oath wed kiss awful relic saint wed sip bitter tea,Death
2570, night study deepest solitude hear steady shudder breast —for feel alone blanched mind— hear blood even murmur fill silence might say thin stream fall waterclock fill bottom nightmy life closed twice close— yet remains see immortality unveil third event huge hopeless conceive twice befell parting know heaven need hellaway leaf touch twig away marking evidence others beyond shale night filling rain beyond sleepy origin sadness back back ingrown room place everything loved placed assembled memory delicate hold tender,Death
2571, ten plane exhaled contrail painting someone ’ s property line across sky thought sun surfaced checkerboard shadow carved city hundredth lattice loosened masked cloud walk divided memory imposed upon moment ray wandering graph,Death
2572, blue dress—died august 6 2015 along little blue flower silent petal looked small piece dust wonder whether burned dress body wonder lifted fire wonder hair brushed cheek grew bonfire wonder sound body made burned dyed hair funeral black looked like comic character waited next comic panel see speech bubble might say word never came left stillness blown glass irreversibility rain million little blue flower imagination live dead person ’ s future grief wearing dead person ’ s dress forevergone say walk church refusing stiff procession grave letting dead ride alone hearse june tired,Death
2573, black face fade hiding inside black smoke knew theyd use dammit tear gas im grown im fresh clouded assumption eye like runaway guilty night chasing morning run way—the street let go turn way—im inside back police van depending attitude difference run sign halfexpecting find name protesting ink touch name freddie gray see beat cop worn eye name stretch across people ’ s banner walk away name fall lip paparazzo flash call riot ground body ground white cop ’ s image hovers u blank gaze look mine i ’ m broken window he ’ s raised right arm gun hand black smoke drone tracking target crow gasping air black face fade hiding inside black granite said wouldnt dammit tear im stone im flesh clouded reflection eye like bird prey profile night slanted morning turn way—the stone let go turn way—im inside vietnam,Death
2574, salt spoiling crop worse choice exodus territorial discourse stretched morgue plastic bag like garbage discard stinking hog onion frenetic maggot laying baggage still youre flesh meat butchered bootlegged thewhen read poet life son milkman seamstress raised whistlestop town village child spent afterschool hour deep page library book want go back childhood back war rescue boy bed listening bullet,Death
2575, —the good tanyas forgive deafness name others ’ lip mouth gather open search wave fluke tongue make blow name mild darkness recognize can not explain oblivious blue hearing highway loud clear hand bloated name sign kin waited water reach ear oil grease fox gall hare bear fat melted hot piss peach kernel fried hog lard tucked along cavum cure sharp stick even jagged rock anything wedge deep drum inside kept walking away wives—old otherwise— tale tell broken bearing yet bear forgive deafness sound mistook wound could heal forgive place wasted word could saved u going heard hand could known sound like even light let say think name thought memory prof nothing save certainty— thought blowing smoke three make similar sound third day wrote sky elastic way stretching oceanwide way name compare montana ’ s lately sky ceiling wake broad blank stubborn stiff edge like fever cloth wrung gone cold night damp,Death
2576, mark came room said mark couldn ’ t decide kind face else couldn ’ t dream remember maybe dream couldn ’ t remember second part dream mark came room smiling laughing left room alan said mark didn ’ t come back went looking though knew couldn ’ t find third part dream mark came back room said — never say kind face fourth part dream mark came back room said fifth part dream— fifth part dream— alan horse dog mark coming going coming going room 1 cleared chopper ’ s airstrip opened treeless drift sand heard distant hammer tap wind smelled scorched concrete wafting shellholes runway speeding along back open truck axle shuddering overhe said terrible happens mr tom forget me—an oldfashioned ring pop tune salsa salsa technoversion beethoven fifth fairouz singing love arrived thats heard dropped bomb ambulance crawling smoke side yellow plastic soap dish struggling soap muck one tiny black ant find crack invisible flees ak shadow look spring unparted red sea scum froth slime feeler,Death
2577, behind disinfected curtain beyond touch sunrise devouring terrible gold leaf man could eternal night city flattened rubble surviving height black flight note chiptoothed blade oldest anesthetic escaped convict climb wildeyed one hand out— running twin rail broken steinway found guilty carrion cry—the dream feathered departure one earned fall back teeming fault line flesh memory recedes nocturne kingdom born spruce fading light— reach end begin fingertip corrupted tissue cathedral octave thinning breath tear like small stubborn god refusing fall potholed street middling borough collingswood new jersey bear name atlantic allconsuming body water allconsuming atlas ’ curse bear heaven shoulder fall god half heaven darkness inside car speeding,Death
2578, holly holly oh twine bay— come give holly song help drive stern winter away garment sombre long peep tree berry red leaf burnish ’ d green flower fruit long dead even,Death
2579, much spoken faded leaf long listened wailing wind watched ploughing heavy cloud autumn charm melancholy mind autumn come poet sing dirge year must perish flower dead sheaf gathered,Death
2580, body parable body breath leash hold mind staying alive easier sick thing become dead thing twentyfour liver already covered fatty rot mother filled tiny coffin picture frame spent year drinking,Death
2581, body parable body breath leash hold mind staying alive easier sick thing become dead thing twentyfour liver already covered fatty rot mother filled tiny coffin picture frame spent year drinking test tube weeping wherever went somehow happened wellness crept like roach nibbling eardrum time half minute fire brainstem made want pull spine even become bearable shall live unexpected present spent long lover ’ s quarrel flesh peace seems cautious toopolite say speak code every word mean sit poplar tree thermos chamomile feeling useless oath dying put sugar cube tongue swallow like pill throw scissors fill straw set fire set colony book dinner plate stuffed bear named friend bear lose new jersey say thing getting le le hypothetical since unhitched fromorchids sprouting floorboard orchid gushing faucet cat mew orchid mouth whisker also orchid grass sprouting orchid becoming mostly orchid tree filled orchid tire swing twirling orchid sunlight,Death
2582, grandma wondered cut hair would mourn died television discordant chorus weeping girl crowded around white maternal sheet doesn ’ t believe afterlife proper rite mother think born wish linger ceremony grave say meet yama receiving soul dead judgment hall say must forget past life measure punishment due twenty forty maybe hundred year weeping needed colorless new grandma emerges shower girl quieted man selling scissors dry towel first hair dove grey strand white neck shoulder brown diabetic patch spine milky yellow curve base one faded purple mole lift one breast dry stretched year stomach skin thinner rice paper long vein breast blue surfacing blue clear take hundred year forget born small red house connecticut river winter we ’ d walk strip listerine blue ice knowing spring would turn print water water new england clay american country east body fragrant star,Death
2583, suddenly there nothing much— lawn path wood never green white blossom every size shape—hydrangea chinese dogwood mock orange spill glistening— inside photograph book stand guard orderly array half bed smooth pillow plump phone reach beyond one call early—they remember late hour shade sunlight held bay though fabulous winged song summer bird waking ever always favorite room season yesterday mail desk newspaper unread plan day hover bright doors— dont think evening,Death
2584, somewhere nicaragua guatemala doesn ’ t matter wing ache much wax much discord father ’ s voice fled ward state air sky simple exact fell cloud yet one cared hospital impoverished imprisoned year body entrapped confinement branching dreadful diagram nerve yet begun new life one labor wife child house asleep shore cattle battering fattening ground something begun crack dizzy spell mist depth sweeping blaring dark thick rough side sea time set gear choice curse coming water time swooped low could finger wave dropped low foam soaked hull feather well banished barn plowing go today central america matter another boy fell sky chicken fluff body tangled indeed body tangled one around photograph lead coarse line crooked along weathered grain wooden tablet probably painted carpenter wood cutter loop around bowl whitewashed – color clarity anacleta amílcar macario character branded monument wood rock morning deer,Death
2585, there accounting happiness way turn like prodigal come back dust foot squandered fortune far away forgive make feast honor lost take place finest garment saved occasion youon windy summer day welldressed trustee occupy first row yellow white striped canopy drive capital refuge secure thin second surgery wear gray summer suit bought eight year ago momentous occasion warm weatherher sickness brought connecticut morning walk dog part life intact who painted who insulated put siding who burned lawn lime—thats news ardmore street leaf neighbor respectable rhododendron curl cold backed car,Death
2586, went turn grass one mowed dew sun dew gone made blade keen came view levelled scene looked behind isle tree listened whetstone breeze gone way grass mown must,Death
2587, listen child father dead old coat ill make little jacket ill make little trouser old pant therell pocket thing used put key penny covered tobacco dan shall penny save bank anne shall,Death
2588, now—each fallen blond stillness closer damselfly pas would water fruit water bee would werent somewhere else fruit found already point steep rot soon must none shalljohnny kitchen sink clogged day utensil probably fell drano wont work smell dangerous crusty dish piled waiting plumber still havent called everyday spoke winter sky deep,Death
2589, answer blank inequity fouryearold dying cancer saw tv wept mouth full meatloaf constantly flash disaster red light shout everywhere look buckle car grille like consider hand write letter left palm pressed flat paper done heart peace reverence sea beautiful thing saw felt snow falling like rice flung giant,Death
2590, 1 world world trouble mother must told poison leak basement tedium school oak going way elm upper midwest—my cousin earns living taking dead one,Death
2591, line poem could true beginning moment could know every moment could hold way wish way keep imagining don ’ t care anyone say impossibility step moment dying friend told leaned close caressed face writing line poem ’ s true beginning six year later touching radiant face every moment time followed yellow leaf downstream nine hamlet asked two century later issa ’ s poem born yet yet cancer still arrives steal breath breath blessing time purple bird flew startled said raised hand —i say word loud day holding follow yellow leaf overhanging limb enter grandfather ’ s quiet step along ridge century ago young shadow arriving wherever next step take rain begin keep walking drenched smiling emerging decade later holy sometimes echo hint half life ago driveway puddle tremble foster home lived three father asked showed adult two town john wrote word start anew word startling sky cell breath word line echo arrival blessed breath don ’ t care impossibility anything dawn keep breaking awake prologue epilogue epilogue leaf holding everything keep arriving born blessed lean close radiance i ’ m afraid can ’ t go anywhere without stack book box trunk book bag shoulder—wherever sit within reach sample stanza line word someone ’ s invocation color blue another ’ s wandering field grief died can ’ t bear losing,Death
2592, widower silk pajama slide hand along glossy blue sleeve thinking he ’ s ripple move wave breaking flesh read paper human body 80 percent water almost brook wanders around yard practically river flowing upstream climbing stair distant past pacific salmon leaping shoulder nap hour kingsize mattress dimpled two body slept together decade dreaming relative lake tipped urn overboard left water dissolved becoming water lulling blue sound made paddled back landthe donkey donkey pulling cart caravan dust cart made plywood crossbeam junkyard tire donkey made donkey long face long ear curled lash obsidian eye blinking dust cart rolling cracking knuckle pebble dust blanketunder linden weatherworn bench eleven wooden slat build simple thing sitting one still generating green shawled august sunlight hovers one chainsawed hauled lumberyard time split sawdust leapt bench built year passed amy condolence man dressed funeral sitting bored gray folding chair zero mouth widening yawn doubt he pictured inside painting two around station stealing plump green grape cluster hanging corkscrew lock dionysus shooting,Death
2593, word use instill sense ineffable carry u journey that ’ s mysterious car make sudden left turn accelerates child road leap mother ’ s embrace deer becomes child hit brake panjandrum driver ’ s seat befuddled guy wheel eighteenwheeler hurtling road language sat table head hand work long day reminiscent day child side table watching man given gaucherie driven ambition hard worker laborer came home night greased paint sweat soul tired hungry washed arm face body kerosene stripped underwear rinsed garden hose boy watch brawny barechested man look see child asks “ what fuck want ” say “ get beat as ” night brooklyn moon rise twofamily house boy stretch roof look street one evening young woman girl appears nearby rooftop she ’ s barefoot white slip long dark hair breast moonlight slip lucent hovers apparition foot gutter gargoyle toe jump fall boy ’ s memory she ’ s isn ’ t rest life carry moment father dying cancer warning don ’ t wash kerosene place hand chest comfort father look ceiling say “ jesus joseph mary they ’ re coming me ” take growling last breath boy old man dream night death might prink day getting ready nothing everything girl rooftop father table moon dying tongue every word he ’ s ever spoken put paper swallowed fear fury syllable gesture dark moonlight girl rooftop father city angel coming u silence betweenwe crossing wide beach toward blacktop parking lot forget going year detail particular beach vacation summer break morning long sunrise day already hot parking lot six woman wrestled package sort emerged,Death
2594, crossing wide beach toward blacktop parking lot forget going year detail particular beach vacation summer break morning long sunrise day already hot parking lot six woman wrestled package sort emerged side door suv onto beach carrying small weight blanket like sling makeshift stretcher six woman one corner blanket two middle couldn ’ t see blanket passed one looked u expression solemn touched grief stopped water ’ s edge skeletal head rose blanket look ocean leg like sea straw fell gently gentle surf washed see ocean one last time surrounded friend august georgia coast sand dune tree permanently twisted crown like long hair brisk endless wind blown back many morning walked barefoot along beach enough never enough summer heat ocean dolphin threading wave tern pelican gull squawking salt smell ocean shore stretching mile way back beginning blue pool swelling horizon licking wet foot one body wave repeat heartbeat won ’ t cease unlike dying woman water ’ s edge carried friend close one time ocean sand bare foot seashore summer morningthe word use instill sense ineffable carry u journey that ’ s mysterious car make sudden left turn accelerates child road leap mother ’ s embrace deer becomes child hit brake panjandrum driver ’ s seat befuddled guy,Death
2595, lily twilight place moonflowr lonely night— strange beauty woman face wildflowrwhite rain hang star green ray slim leafpoints restlessness glimmering green gray dress drew dark hair eye deepsshe neither pink pale never mine learned hand fairytale mouth valentine hair need sun ti woe voice string colored bead step leading sea shetwo thing hallows night— made house aprilclear left open wide door ghost year one came across room stood long fair— ghost myself— gave stare stare,Death
2596, extended absence permit use earth anticipating return investment must report failure assignment principally regarding tomato plant think encouraged grow tomato withhold heavy rain coldaccording brueghel icarus fell spring farmer ploughing field whole pageantry year awake tingling near edge sea concerned sweating sun melted wing wax unsignificantly coast splash quitewe can not know legendary head eye like ripening fruit yet torso still suffused brilliance inside like lamp gaze turned low gleam power otherwise curved breast could dazzle could smile run,Death
2597, morning hawk plunge straight squirrel feeder leaf signature blood snow morning circled yard dove stunning glass sky window minute returned braving thin perilous channel hedgerow house watching path fell persistence squirrel dashed downspout finding motionless heat hawk ’ s body claw rib cage sudden tearing wind rose fence feeder top maple house morning stay squirrel ’ s terror hawk ’ s accuracy must feel lifted life astonished yard growing smaller earth snowcovered field tilting must shadow flying across farther farther belowhow different thing must looked mother blackandwhite photo summer baby died i ’ m seven trying pogo stick two new girl next door we ’ re laughing i ’ m shouting something brother want turn there ’ s dad standing since phlox dying daisy bright body shattered wind go among last dancer cutting ground withered aster spent stalk lily black rose see spring time eagerness blossom knowing theyunder green dome maple light spangle abundant slab moss grass won ’ t grow something else taken went drugstore yesterday clerk moved away replaced girl looked much like thought moment she ’ d come back town,Death
2598, remember took separate flight imagining worst plane gone child young alone i ’ d leave hour wait meet gate you ’ d go first arrive rent car meet exit blue emptiness life suspended cloud stacked u earth already gone else i ’ d stand solid ground watch disappear— heart shining bird—a streak light flash wing nothing one u one time whether turned back concourse pulled shade brilliant window belted tilting tarmac rehearsed hour ever nearer planet would hold one you ’ d watch— i—the earth receding look arc absence blinding spacethis morning hawk plunge straight squirrel feeder leaf signature blood snow morning circled yard dove stunning glass sky window minute returned braving thin perilous channel hedgerow house watching since phlox dying daisy bright body shattered wind go among last dancer cutting ground withered aster spent stalk lily black rose see spring time eagerness blossom knowing theyhow different thing must looked mother blackandwhite photo summer baby died i ’ m seven trying pogo stick two new girl next door we ’ re laughing i ’ m shouting something brother want turn there ’ s dad standing,Death
2599, since phlox dying daisy bright body shattered wind go among last dancer cutting ground withered aster spent stalk lily black rose see spring time eagerness blossom knowing sleep return sweep dry leaf see cold earth take back know taking walked long among amazed dazzled brightness forgot distance chosen fallen garden different alone could come worldhow different thing must looked mother blackandwhite photo summer baby died i ’ m seven trying pogo stick two new girl next door we ’ re laughing i ’ m shouting something brother want turn there ’ s dad standingafter last night ’ s rain wood smell sensual—a mixture leaf musk morel disappeared soon i ’ ll come across yellow chanterelle kind sell town farmer ’ market saw swedish woman raise food foraging two blond boy quarreling nearunder green dome maple light spangle abundant slab moss grass won ’ t grow something else taken went drugstore yesterday clerk moved away replaced girl looked much like thought moment she ’ d come back town,Death
2600, listen child father dead old coat ill make little jacket ill make little trouser old pant therell pocket thing used put key penny covered tobacco dan shall penny save bank anne shall key make pretty noise life must go dead forgotten life must go though good men die anne eat breakfast dan take medicine life must go forget whylove meat drink slumber roof rain yet floating spar men sink rise sink rise sink love fill thickened lung breath clean blood set fractured bone yet many man making friend deathto purpose april return beauty enough longer quiet redness little leaf opening stickily know know sun hot neck observe spike crocus smell earth good apparent death,Death
2601, turn however deeply mistaken end world body flame body flame house fire ignored black sail solitary burning boat rubbing along leg lover flung roman sky carouselfuss fight cutting huckleybuck—dear malindy underground must always return country dead chattering sweetening body green whirring letter predict death—,Death
2602, touch cold autumn night walked abroad saw ruddy moon lean hedge like redfaced farmer stop speak nodded round wistful star white face like town child,Death
2603, march sun noon higher air unharnessing silver pair late chariot swam ride gold wool ram braver note stormcock sings start rusted wheel thing brute field brute pen leap world go round theon moonlit heath lonesome bank sheep beside graze yon gallows used clank fast four cross way careless shepherd would keep flock moonlight high amongst glimmering sheep dead man stood air hang u shrewsbury jail reveille wake silver dusk returning beach darkness brim ship sunrise burning strand upon eastern rim wake vaulted shadow shatters trampled floor spanned tent night tatter straw skypavilioned land lad,Death
2604, deer still alive roadside grass hour well cut open left hip broken bone dark body white camaro shocked night boy wetfaced back seat parent loss hood young meant giving taking glad headlight glad rifle head still hang outside kitchen window blood drip skin pulled like shirt watch husband undress knife wash blue plate turn water hear blade unmoor muscle sail fascia put leg buttock wooden table gather u eat year ever see thing alive slowly becoming body “ it self ” tell never seen quick coin breath disappears glass form air feed bone portion willingly feed mine spends besieged dull bird gather can not touch feather red wrought —borges 1 peony open morning opened falling edge like circumference god still clasped thei cut cantaloupe rind hold scalped slipping inside seed folding row dark concentric hollow don ’ t know remove don ’ t know keep one another loose grasp falling would touch fell washing,Death
2605, deadman speaks sentence rarely paragraph wear boot silver buckle walk without sound hat coat exaggerate height unlike wrestler deadman doesn ’ t need applause prove exists mostly move waist gesture plain back row deadman ’ s xrays always blur likewise mri though hold perfectly still control light fire mind burn first degree deadman work 19 day year 6 match even wrestle first he ’ s still main event matter dress deadman run locker room shake hand must palm neither moist dry hot cold grip nothing left prove deadman disappears always return invent famous matches— hell cell buried alive— perfected deadman surprised never nothing else early morning drink coffee empty house almanac limited use compared satellite spring come somehow cold reminds bone he ’ s broken everylet seat plentiful padded let magazine recent let book i ’ ve brought last leave let tv bolted stand muted showing something ignore— weather gameshows cnn let room mostly empty—no one shouting sobbing asking husband ’ we noticed participation decreased though whether due layoff malaise can ’ t sure survey anonymous filled comment box probably know especially mentioned division duty,Death
2606, dear away away wearily go creeping day year drag morning night start another year candle light pausing sun lingering moon grant beg boon whirl round earth heart tuned sorrow string vibrate readily minor chord searching sad mind stuffed word voice passion ache thing illusion beating baffled wing wall,Death
2607, man act antenna sun trout milk men wear kilt darkness build bottle fish dried fig dear shadow become person mean one say plastic glucose without wondering rottensweet one teenager representand suppose darling get mantua suppose cheat crypt next begin unshaven though grant displeasing cockerel there egg yolk chin seedy robe aflap he got rheum poor dear cooking lard smoked eye anotherthe wave break im carried hell know yet father laugh chestdeep proving im wrong safely rooted rocked toe nothing irked asking beyond death theory love greets loveless dont know,Death
2608, tired merry— gone back forth night ferry bare bright smelled like stable— looked fire leaned across table lay hilltop underneath moon whistle kept blowing dawn came soon verymy heart house people come go winter love sash beset snow light lamp lay cloth blow coal blaze winter love frost thick upon pane know winter comesi know summer heart full four season year must welcome another part noble mood mine dear gracious weight golden fruit sell wise wintry thing loved long well carry still high,Death
2609, could see stood three long mountain wood turned looked another way saw three island bay eye traced line horizon thin fine straight around till come back id started saw stood threeshe neither pink pale never mine learned hand fairytale mouth valentine hair need sun ti woe voice string colored bead step leading sea love shei know summer heart full four season year must welcome another part noble mood mine dear gracious weight golden fruit sell wise wintry thing loved long well carry still high,Death
2610, time call skirling ghost count like bead abacus disappointment day began order accepted crisply phone also move toward elegy ask forgiveness trying interrupt dying bedside build longboat lay keel birth sculpt rib fit strake came later caulk images—the child boy lay man folded sail loose mooring release father polaris bright steer home wheelbarrow stake string rake stack paving stone foldable workbench saw man grizzled gaunt plaid shirt faded work pant scuffed brown boot earth bared rakeleveled pounded flat kneeling setting cut pavers pattern start withnext embroidered lawn handkerchief mother empty glove lay paired nest drawer short white easter one stopped wrist netted crocheted glove summer ecru pair four inch past watchband back detailed three row stitching raised like fine bone,Death
2611, loved wednesday well love thursday— much true come complaining see loved wednesday—yes—but meheaven bless babe said queer book must read love beguiled grant may bear child little guess today world may say snow drift deep cover till spring murdered lover,Death
2612, heaven bless babe said queer book must read love beguiled grant may bear child little guess today world may say snow drift deep cover till spring murdered loverdeath devours lovely thing lesbia sparrow share darkness—presently every bed narrow unremembered old rain dry sheer libation little petulant hand annotation erstwhile dear longer cherished need say love,Death
